merge_key,violation_count,weighted_violations,center_lat,center_lon,police_station,junction_name,night_count,night_ratio,zone_criticality,recurrence_rate,impact_score,impact_score_log,impact_score_norm,rank,priority_tier
High ground_12.99_77.592,52,77.0,12.989576855769231,77.59280913269231,High ground,No Junction,44,84.6,2,0.144,22.18,3.1432898379116057,10.1,622,Low
HSR Layout_12.894_77.637,42,94.0,12.894300488909288,77.63742800440846,HSR Layout,No Junction,5,11.9,2,0.117,22.0,3.1354942159291497,10.1,623,Low
Mico Layout_12.924_77.61,34,116.5,12.92397954117647,77.60951556764705,Mico Layout,No Junction,13,38.2,2,0.094,21.9,3.131136910560194,10.0,624,Low
K.G. Halli_13.032_77.622,39,100.5,13.031576151282051,77.62232114358974,K.G. Halli,No Junction,14,35.9,2,0.108,21.71,3.122805356117467,10.0,625,Low
Rajajinagar_13.014000000000001_77.529,37,105.0,13.014852943243245,77.52964502972974,Rajajinagar,No Junction,0,0.0,2,0.103,21.63,3.119276459645446,9.9,626,Low
Hulimavu_12.876_77.616,57,68.5,12.876032043859649,77.61658741929826,Hulimavu,No Junction,9,15.8,2,0.158,21.65,3.120159851929043,9.9,627,Low
Pulikeshinagar(F.Town)_12.999_77.616,51,75.0,12.9997014,77.61586479607843,Pulikeshinagar(F.Town),No Junction,6,11.8,2,0.142,21.3,3.104586678466073,9.8,628,Low
Sheshadripuram_12.993_77.568,39,96.5,12.99331061025641,77.56815213846153,Sheshadripuram,No Junction,33,84.6,2,0.108,20.84,3.083743150876704,9.7,629,Low
Adugodi_12.933_77.622,49,76.5,12.933150902040817,77.62273526530612,Adugodi,No Junction,34,69.4,2,0.136,20.81,3.0823685802135374,9.7,630,Low
Wilson Garden_12.951_77.598,48,78.5,12.950913906250001,77.59820131666667,Wilson Garden,No Junction,28,58.3,2,0.133,20.88,3.0855729775537806,9.7,631,Low
Mahadevapura_13.008000000000001_77.757,45,82.5,13.00714494,77.75728510666667,Mahadevapura,No Junction,24,53.3,2,0.125,20.62,3.073618812211062,9.6,632,Low
Kodigehalli_13.029_77.586,32,116.0,13.028681790625,77.586198496875,Kodigehalli,No Junction,25,78.1,2,0.089,20.65,3.075005454448499,9.6,633,Low
Byatarayanapura_12.948_77.523,39,96.0,12.948570987179487,77.52339566410257,Byatarayanapura,No Junction,10,25.6,2,0.108,20.74,3.0791538816930633,9.6,634,Low
Pulikeshinagar(F.Town)_13.002_77.616,55,65.5,13.001037185454544,77.61525684727272,Pulikeshinagar(F.Town),No Junction,27,49.1,2,0.153,20.04,3.046425387869509,9.4,635,Low
HAL Old Airport_12.969_77.715,34,104.0,12.967605597058824,77.7154178617647,HAL Old Airport,No Junction,12,35.3,2,0.094,19.55,3.022860940942244,9.2,636,Low
Kodigehalli_13.068_77.58,41,86.0,13.067793034146343,77.58038240243903,Kodigehalli,No Junction,12,29.3,2,0.114,19.61,3.0257763949023677,9.2,637,Low
Hulimavu_12.885_77.598,51,69.0,12.884231544467111,77.59803837222137,Hulimavu,No Junction,22,43.1,2,0.142,19.6,3.0252910757955354,9.2,638,Low
Kengeri_12.912_77.481,45,77.5,12.911467343359773,77.48037128508399,Kengeri,No Junction,26,57.8,2,0.125,19.38,3.0145540277945786,9.1,639,Low
K.G. Halli_13.032_77.628,39,89.5,13.03292182051282,77.62737973333334,K.G. Halli,No Junction,1,2.6,2,0.108,19.33,3.012097627640255,9.1,640,Low
Kodigehalli_13.038_77.589,36,95.5,13.038093197222222,77.58917528055557,Kodigehalli,No Junction,10,27.8,2,0.1,19.1,3.0007198150650303,9.0,641,Low
Ashok Nagar_12.948_77.628,34,100.5,12.948401052941177,77.62768002058823,Ashok Nagar,No Junction,5,14.7,2,0.094,18.89,2.9902170928658807,8.9,642,Low
HAL Old Airport_12.975_77.712,30,113.0,12.974976936666668,77.7111012,HAL Old Airport,No Junction,3,10.0,2,0.083,18.76,2.983659692319722,8.9,643,Low
BTP077 - Halasuru Gate Junction,30,74.0,12.966806766666668,77.58703611,Halasuru Gate,BTP077 - Halasuru Gate Junction,22,73.3,3,0.083,18.43,2.9668182633893485,8.8,644,Low
Mico Layout_12.912_77.604,47,71.0,12.913465189361704,77.60414917659574,Mico Layout,No Junction,23,48.9,2,0.13,18.46,2.968361076757859,8.8,645,Low
HSR Layout_12.912_77.643,51,64.5,12.911936911764707,77.6441325254902,HSR Layout,No Junction,26,51.0,2,0.142,18.32,2.961140828784372,8.7,646,Low
Whitefield_12.987_77.745,54,61.0,12.985695757407408,77.74560749814815,Whitefield,No Junction,40,74.1,2,0.15,18.3,2.9601050959108397,8.7,647,Low
Sadashivanagar_12.999_77.583,54,61.0,12.999171288888888,77.58338527037037,Sadashivanagar,No Junction,48,88.9,2,0.15,18.3,2.9601050959108397,8.7,648,Low
Bellandur_12.909_77.685,44,73.5,12.910276750000001,77.68576017272727,Bellandur,No Junction,27,61.4,2,0.122,17.93,2.9407479652212314,8.6,649,Low
Hulimavu_12.858_77.589,39,83.0,12.857700360700948,77.58913113888642,Hulimavu,No Junction,17,43.6,2,0.108,17.93,2.9407479652212314,8.6,650,Low
Yelahanka_13.122_77.622,34,95.5,13.121610720588237,77.62207967941175,Yelahanka,No Junction,2,5.9,2,0.094,17.95,2.9418039315284354,8.6,651,Low
Shivajinagar_12.981_77.616,46,70.5,12.980937308695653,77.61470939782609,Shivajinagar,No Junction,33,71.7,2,0.128,18.05,2.94706710157271,8.6,652,Low
R.T. Nagar_12.999_77.598,44,72.5,12.999556375,77.59708025909092,R.T. Nagar,No Junction,11,25.0,2,0.122,17.69,2.9279886214674717,8.5,653,Low
Peenya_13.038_77.52,31,103.5,13.038799290322581,77.51984043225806,Peenya,No Junction,5,16.1,2,0.086,17.8,2.9338568698359038,8.5,654,Low
Mahadevapura_12.996_77.7,37,86.0,12.994728906456928,77.6988620019562,Mahadevapura,No Junction,25,67.6,2,0.103,17.72,2.929592471049446,8.5,655,Low
K.S. Layout_12.906_77.541,37,84.5,12.906186349846076,77.54180296447086,K.S. Layout,No Junction,7,18.9,2,0.103,17.41,2.9128939952449864,8.4,656,Low
K.G. Halli_13.032_77.625,35,90.5,13.032217031428571,77.62399873428572,K.G. Halli,No Junction,17,48.6,2,0.097,17.56,2.9210087273580543,8.4,657,Low
Yelahanka_13.122_77.619,35,90.0,13.121362197142856,77.6187066742857,Yelahanka,No Junction,1,2.9,2,0.097,17.46,2.9156062290747062,8.4,658,Low
Hennuru_13.059000000000001_77.652,44,71.5,13.060256950000001,77.6520858090909,Hennuru,No Junction,17,38.6,2,0.122,17.45,2.915064370486536,8.4,659,Low
Yelahanka_13.122_77.616,35,90.5,13.12119278,77.61613384571429,Yelahanka,No Junction,2,5.7,2,0.097,17.56,2.9210087273580543,8.4,660,Low
Hebbala_13.056000000000001_77.595,53,58.5,13.055872327733887,77.59411474703968,Hebbala,No Junction,11,20.8,2,0.147,17.2,2.9014215940827497,8.3,661,Low
"BTP164 - 29th Main Road, BTM Layout",42,48.5,12.916027286041107,77.61535643491827,Mico Layout,"BTP164 - 29th Main Road, BTM Layout",11,26.2,3,0.117,17.02,2.8914822521801917,8.2,662,Low
HSR Layout_12.912_77.628,33,92.0,12.910851690909091,77.62677404242424,HSR Layout,No Junction,11,33.3,2,0.092,16.93,2.8864752876170416,8.2,663,Low
Kodigehalli_13.035_77.574,50,61.5,13.035865636,77.575024882,Kodigehalli,No Junction,49,98.0,2,0.139,17.1,2.89591193827178,8.2,664,Low
Cubbon Park_12.975_77.601,43,72.0,12.975770174418603,77.60041931860465,Cubbon Park,No Junction,34,79.1,2,0.119,17.14,2.8981194446869907,8.2,665,Low
Vijayanagara_12.969_77.544,53,57.5,12.968185616981133,77.5452232981132,Vijayanagara,No Junction,31,58.5,2,0.147,16.9,2.884800712846709,8.1,666,Low
Mahadevapura_12.978_77.709,36,83.5,12.978599377777778,77.70991009722222,Mahadevapura,No Junction,3,8.3,2,0.1,16.7,2.8735646395797834,8.1,667,Low
Mahadevapura_12.999_77.694,39,76.5,12.99812911025641,77.69305073333332,Mahadevapura,No Junction,0,0.0,2,0.108,16.52,2.8633430855082453,8.0,668,Low
Mahadevapura_12.975_77.697,35,85.5,12.97537578362575,77.69747732478251,Mahadevapura,No Junction,28,80.0,2,0.097,16.59,2.8673305587494666,8.0,669,Low
Mahadevapura_12.99_77.712,41,73.0,12.989266757127222,77.71199510650474,Mahadevapura,No Junction,20,48.8,2,0.114,16.64,2.8701690505786455,8.0,670,Low
Electronic City_12.837_77.679,32,91.5,12.8358863375,77.679045115625,Electronic City,No Junction,2,6.2,2,0.089,16.29,2.850128299695199,7.9,671,Low
Hennuru_13.05_77.631,53,55.0,13.050098813207548,77.63025012641508,Hennuru,No Junction,5,9.4,2,0.147,16.17,2.843163674909384,7.8,672,Low
BTP035 - Basaweshwara Circle (LH) Junction,36,54.0,12.984610472222222,77.58816219444445,High ground,BTP035 - Basaweshwara Circle (LH) Junction,19,52.8,3,0.1,16.2,2.8449093838194073,7.8,673,Low
Whitefield_12.984_77.751,48,60.5,12.98319443125,77.75206688749999,Whitefield,No Junction,41,85.4,2,0.133,16.09,2.8384934971274993,7.8,674,Low
Sheshadripuram_12.996_77.58,42,68.5,12.996553521428572,77.58019459285714,Sheshadripuram,No Junction,27,64.3,2,0.117,16.03,2.834976494674597,7.8,675,Low
Jeevanbheemanagar_12.984_77.64,42,69.0,12.983909508413516,77.64064432564047,Jeevanbheemanagar,No Junction,4,9.5,2,0.117,16.15,2.8419981736119486,7.8,676,Low
Mahadevapura_13.002_77.724,48,59.5,13.003344852083332,77.72352028541667,Mahadevapura,No Junction,19,39.6,2,0.133,15.83,2.8231630082027146,7.7,677,Low
Jeevanbheemanagar_12.96_77.661,37,77.0,12.958934722706834,77.66025623208175,Jeevanbheemanagar,No Junction,15,40.5,2,0.103,15.86,2.8249439525737094,7.7,678,Low
Jalahalli_13.047_77.541,34,83.0,13.0466801,77.54194047352941,Jalahalli,No Junction,4,11.8,2,0.094,15.6,2.8094026953624973,7.6,679,Low
Peenya_13.035_77.514,36,77.0,13.035553805555557,77.51394770740741,Peenya,No Junction,26,72.2,2,0.1,15.4,2.797281334830153,7.5,680,Low
Halasur_12.972_77.613,37,75.5,12.973268351351352,77.61374081621621,Halasur,No Junction,13,35.1,2,0.103,15.55,2.806386101823072,7.5,681,Low
Thalagattapura_12.870000000000001_77.538,37,75.0,12.870089981081081,77.53749991351351,Thalagattapura,No Junction,14,37.8,2,0.103,15.45,2.800325477211381,7.5,682,Low
HAL Old Airport_12.96_77.718,34,81.5,12.961019020588235,77.71661280294117,HAL Old Airport,No Junction,13,38.2,2,0.094,15.32,2.792391349535961,7.4,683,Low
Bellandur_12.924_77.694,36,76.0,12.924781836111112,77.69491421666666,Bellandur,No Junction,7,19.4,2,0.1,15.2,2.785011242238338,7.4,684,Low
Yeshwanthpura_13.032_77.538,40,69.0,13.03058064,77.5366405075,Yeshwanthpura,No Junction,22,55.0,2,0.111,15.32,2.792391349535961,7.4,685,Low
Kamakshipalya_12.99_77.499,50,54.5,12.98919229422021,77.50026324579527,Kamakshipalya,No Junction,31,62.0,2,0.139,15.15,2.7819200496686656,7.4,686,Low
Electronic City_12.876_77.649,34,81.5,12.875561905882352,77.64866633235295,Electronic City,No Junction,1,2.9,2,0.094,15.32,2.792391349535961,7.4,687,Low
Whitefield_12.984_77.745,52,52.0,12.985214913461537,77.74570248076924,Whitefield,No Junction,45,86.5,2,0.144,14.98,2.7713379403381286,7.3,688,Low
Whitefield_12.96_77.715,34,79.5,12.95902243235294,77.7162021882353,Whitefield,No Junction,30,88.2,2,0.094,14.95,2.7694588292308535,7.3,689,Low
Electronic City_12.888_77.64,32,84.5,12.887987590676985,77.64095534628407,Electronic City,No Junction,5,15.6,2,0.089,15.04,2.7750856024383683,7.3,690,Low
Mico Layout_12.93_77.61,31,87.5,12.929129387096774,77.60940825483871,Mico Layout,No Junction,8,25.8,2,0.086,15.05,2.775708849576025,7.3,691,Low
Halasur_12.972_77.628,44,61.0,12.972159595454544,77.62730813181818,Halasur,No Junction,13,29.5,2,0.122,14.88,2.7650604558189897,7.2,692,Low
Wilson Garden_12.942_77.586,38,70.0,12.941781578947367,77.58517348947369,Wilson Garden,No Junction,27,71.1,2,0.105,14.7,2.7536607123542622,7.1,693,Low
Bellandur_12.909_77.688,34,76.5,12.909633214705883,77.68751705294119,Bellandur,No Junction,28,82.4,2,0.094,14.38,2.733067964077498,7.0,694,Low
Bellandur_12.915000000000001_77.676,37,69.5,12.914068932432432,77.67732711891891,Bellandur,No Junction,21,56.8,2,0.103,14.32,2.729159164312445,7.0,695,Low
Chikkabanavara_13.05_77.499,49,53.0,13.048781378163266,77.49818545265306,Chikkabanavara,No Junction,37,75.5,2,0.136,14.42,2.7356653681351832,7.0,696,Low
Kengeri_12.918000000000001_77.499,51,51.0,12.917050117647058,77.50018557647059,Kengeri,No Junction,39,76.5,2,0.142,14.48,2.739548868161581,7.0,697,Low
Hulimavu_12.891_77.64,34,75.5,12.890563129411765,77.63871153823528,Hulimavu,No Junction,8,23.5,2,0.094,14.19,2.7206373166076814,6.9,698,Low
Basavanagudi_12.939_77.565,45,57.0,12.940148546618762,77.56577892617545,Basavanagudi,No Junction,20,44.4,2,0.125,14.25,2.7245795030534206,6.9,699,Low
Electronic City_12.84_77.679,50,50.5,12.839108868,77.677951708,Electronic City,No Junction,19,38.0,2,0.139,14.04,2.7107133185216936,6.8,700,Low
Jeevanbheemanagar_12.96_77.658,36,70.0,12.959264888888889,77.65720414722222,Jeevanbheemanagar,No Junction,13,36.1,2,0.1,14.0,2.70805020110221,6.8,701,Low
Sadashivanagar_13.029_77.577,41,61.5,13.027570636585365,77.57570909268293,Sadashivanagar,No Junction,16,39.0,2,0.114,14.02,2.7093826463359885,6.8,702,Low
R.T. Nagar_13.008000000000001_77.592,39,64.5,13.00724871025641,77.59252411794871,R.T. Nagar,No Junction,27,69.2,2,0.108,13.93,2.703372611551099,6.8,703,Low
HAL Old Airport_12.945_77.7,33,75.5,12.945449906060606,77.69860276060605,HAL Old Airport,No Junction,9,27.3,2,0.092,13.89,2.7006898466959175,6.7,704,Low
Yelahanka_13.116_77.577,41,59.5,13.116702209756097,77.5779994,Yelahanka,No Junction,5,12.2,2,0.114,13.57,2.6789646202071133,6.6,705,Low
Jeevanbheemanagar_12.981_77.646,38,64.5,12.980965805263159,77.64606358947368,Jeevanbheemanagar,No Junction,14,36.8,2,0.105,13.54,2.6769034721053733,6.6,706,Low
Banaswadi_12.984_77.679,31,78.5,12.98352319032258,77.6798470032258,Banaswadi,No Junction,5,16.1,2,0.086,13.5,2.6741486494265287,6.5,707,Low
Byatarayanapura_12.936_77.52,34,71.5,12.936840241176471,77.51951413235294,Byatarayanapura,No Junction,21,61.8,2,0.094,13.44,2.67000213346468,6.5,708,Low
Mahadevapura_12.996_77.691,31,78.5,12.996453450970618,77.69104125144484,Mahadevapura,No Junction,12,38.7,2,0.086,13.5,2.6741486494265287,6.5,709,Low
Electronic City_12.873000000000001_77.655,36,67.5,12.872950622222223,77.65420181944445,Electronic City,No Junction,30,83.3,2,0.1,13.5,2.6741486494265287,6.5,710,Low
Thalagattapura_12.873000000000001_77.541,36,67.0,12.874083894444444,77.54066556944446,Thalagattapura,No Junction,16,44.4,2,0.1,13.4,2.667228206581955,6.5,711,Low
Kamakshipalya_12.984_77.481,36,66.5,12.985357402777778,77.48011944166666,Kamakshipalya,No Junction,17,47.2,2,0.1,13.3,2.6602595372658615,6.4,712,Low
Mahadevapura_13.002_77.676,37,64.0,13.000527236676788,77.67743246975067,Mahadevapura,No Junction,14,37.8,2,0.103,13.18,2.6518325211039815,6.4,713,Low
HAL Old Airport_12.957_77.67,46,51.0,12.958240308695652,77.6688130826087,HAL Old Airport,No Junction,1,2.2,2,0.128,13.06,2.643333886382519,6.3,714,Low
K.R. Pura_13.056000000000001_77.763,45,52.0,13.054713417777778,77.76326967555555,K.R. Pura,No Junction,38,84.4,2,0.125,13.0,2.6390573296152584,6.3,715,Low
K.G. Halli_13.008000000000001_77.613,36,65.5,13.007940663888888,77.61292291111111,K.G. Halli,No Junction,11,30.6,2,0.1,13.1,2.6461747973841225,6.3,716,Low
Jalahalli_13.05_77.544,40,58.0,13.04906263,77.54332421000001,Jalahalli,No Junction,3,7.5,2,0.111,12.88,2.6304489550786583,6.2,717,Low
K.S. Layout_12.909_77.532,48,48.0,12.907917220614015,77.53281429018558,K.S. Layout,No Junction,35,72.9,2,0.133,12.77,2.6224923127405635,6.1,718,Low
Hebbala_13.032_77.589,37,62.0,13.033332462162162,77.58866496486486,Hebbala,No Junction,17,45.9,2,0.103,12.77,2.6224923127405635,6.1,719,Low
R.T. Nagar_13.026_77.589,45,50.5,13.025509562222222,77.58919812222223,R.T. Nagar,No Junction,24,53.3,2,0.125,12.62,2.611539300721366,6.1,720,Low
Rajajinagar_13.014000000000001_77.55,31,71.5,13.014088077419354,77.55093392580645,Rajajinagar,No Junction,9,29.0,2,0.086,12.3,2.5877640352277083,5.9,721,Low
Whitefield_12.957_77.745,31,71.5,12.956752441935484,77.74534648709678,Whitefield,No Junction,13,41.9,2,0.086,12.3,2.5877640352277083,5.9,722,Low
Whitefield_12.966000000000001_77.748,39,57.5,12.96602455897436,77.74916546666667,Whitefield,No Junction,33,84.6,2,0.108,12.42,2.5967461315435356,5.9,723,Low
K.R. Pura_13.014000000000001_77.7,31,71.0,13.013200867741936,77.69929018064516,K.R. Pura,No Junction,6,19.4,2,0.086,12.21,2.580974118534234,5.8,724,Low
Magadi Road_12.975_77.556,40,54.0,12.975487242677241,77.55724811130963,Magadi Road,No Junction,12,30.0,2,0.111,11.99,2.5641798306825083,5.7,725,Low
Madiwala_12.903_77.625,38,57.0,12.903255434210527,77.6253167,Madiwala,No Junction,27,71.1,2,0.105,11.97,2.5626389983283526,5.7,726,Low
Whitefield_12.957_77.73,30,72.0,12.956283294222054,77.73050741193074,Whitefield,No Junction,9,30.0,2,0.083,11.95,2.5610957881455465,5.7,727,Low
Mahadevapura_12.978_77.712,44,48.5,12.977955195454546,77.71289881590909,Mahadevapura,No Junction,44,100.0,2,0.122,11.83,2.551786178627545,5.6,728,Low
Cubbon Park_12.972_77.601,37,57.0,12.973123121621622,77.60028688918919,Cubbon Park,No Junction,19,51.4,2,0.103,11.74,2.5447466501440172,5.6,729,Low
Mahadevapura_12.981_77.709,31,66.5,12.98088490967742,77.70907222580645,Mahadevapura,No Junction,10,32.3,2,0.086,11.44,2.5209170873110334,5.4,730,Low
Yeshwanthpura_13.023_77.562,33,62.5,13.023037054545455,77.56291189393939,Yeshwanthpura,No Junction,28,84.8,2,0.092,11.5,2.5257286443082556,5.4,731,Low
Peenya_13.038_77.517,34,60.5,13.038635617647058,77.51819789411763,Peenya,No Junction,20,58.8,2,0.094,11.37,2.5152741864043966,5.3,732,Low
K.S. Layout_12.891_77.562,40,51.0,12.889722527500002,77.563314015,K.S. Layout,No Junction,22,55.0,2,0.111,11.32,2.511223958105374,5.3,733,Low
Mahadevapura_12.993_77.703,32,61.5,12.993632165625,77.703507384375,Mahadevapura,No Junction,29,90.6,2,0.089,10.95,2.4807312783775197,5.1,734,Low
HSR Layout_12.894_77.658,35,56.0,12.89451388128195,77.65724755682736,HSR Layout,No Junction,20,57.1,2,0.097,10.86,2.4731713935695794,5.0,735,Low
High ground_12.987_77.598,33,58.0,12.988456672727272,77.59867764545454,High ground,No Junction,18,54.5,2,0.092,10.67,2.4570214462984645,4.9,736,Low
Jalahalli_13.047_77.523,33,58.0,13.046346124242424,77.5225604060606,Jalahalli,No Junction,2,6.1,2,0.092,10.67,2.4570214462984645,4.9,737,Low
Malleshwaram_12.99_77.571,34,57.0,12.990664408823529,77.57154225882353,Malleshwaram,No Junction,22,64.7,2,0.094,10.72,2.4612967841488667,4.9,738,Low
Pulikeshinagar(F.Town)_12.996_77.607,35,55.5,12.995208588571428,77.60752117428571,Pulikeshinagar(F.Town),No Junction,13,37.1,2,0.097,10.77,2.4655539212721855,4.9,739,Low
Chikkajala_13.182_77.685,32,59.0,13.1831591875,77.683821784375,Chikkajala,No Junction,2,6.2,2,0.089,10.5,2.4423470353692043,4.8,740,Low
Chikkabanavara_13.041_77.52,35,54.5,13.040586342857143,77.5186522657143,Chikkabanavara,No Junction,21,60.0,2,0.097,10.57,2.448415541205585,4.8,741,Low
HAL Old Airport_12.966000000000001_77.703,32,59.0,12.966066914255668,77.70225298192283,HAL Old Airport,No Junction,20,62.5,2,0.089,10.5,2.4423470353692043,4.8,742,Low
Thalagattapura_12.879_77.544,36,53.0,12.879104669354602,77.54510124328644,Thalagattapura,No Junction,26,72.2,2,0.1,10.6,2.451005098112319,4.8,743,Low
Jeevanbheemanagar_12.969_77.652,37,51.0,12.96818338551654,77.65133446945946,Jeevanbheemanagar,No Junction,14,37.8,2,0.103,10.51,2.4432162227337915,4.8,744,Low
Hennuru_13.068_77.625,42,44.5,13.06880276904762,77.62591757619047,Hennuru,No Junction,15,35.7,2,0.117,10.41,2.4344901638739844,4.7,745,Low
Adugodi_12.936_77.622,35,52.5,12.935509108571429,77.62222658285714,Adugodi,No Junction,18,51.4,2,0.097,10.18,2.414126467726953,4.6,746,Low
Thalagattapura_12.873000000000001_77.538,31,57.5,12.8719051,77.53904503225806,Thalagattapura,No Junction,17,54.8,2,0.086,9.89,2.387844936944869,4.4,747,Low
Banaswadi_13.02_77.64,31,57.5,13.020480609677419,77.63927041612904,Banaswadi,No Junction,26,83.9,2,0.086,9.89,2.387844936944869,4.4,748,Low
Jalahalli_13.047_77.55,32,53.5,13.046085584375,77.54915888125,Jalahalli,No Junction,21,65.6,2,0.089,9.52,2.3532782073095637,4.1,749,Low
Sheshadripuram_12.987_77.568,32,52.5,12.987049134375,77.567987465625,Sheshadripuram,No Junction,26,81.2,2,0.089,9.34,2.336019869080283,4.0,750,Low
Jeevanbheemanagar_12.975_77.646,34,50.0,12.974976823529412,77.64611765882353,Jeevanbheemanagar,No Junction,25,73.5,2,0.094,9.4,2.341805806147327,4.0,751,Low
Banashankari_12.939_77.535,31,55.0,12.938484141935483,77.53368504516129,Banashankari,No Junction,7,22.6,2,0.086,9.46,2.347558458636777,4.0,752,Low
HAL Old Airport_12.933_77.694,31,55.0,12.931749306451612,77.69324639032259,HAL Old Airport,No Junction,24,77.4,2,0.086,9.46,2.347558458636777,4.0,753,Low
Whitefield_12.978_77.751,34,49.5,12.978755320588235,77.75130630294117,Whitefield,No Junction,20,58.8,2,0.094,9.31,2.333114298028869,3.9,754,Low
Yeshwanthpura_13.029_77.544,36,46.5,13.02755551388889,77.5428147,Yeshwanthpura,No Junction,23,63.9,2,0.1,9.3,2.33214389523559,3.9,755,Low
HSR Layout_12.918000000000001_77.637,35,47.5,12.91688675142857,77.63812751428571,HSR Layout,No Junction,7,20.0,2,0.097,9.22,2.3243465847755584,3.9,756,Low
Mahadevapura_12.99_77.688,35,47.0,12.990529643315007,77.68794231121686,Mahadevapura,No Junction,32,91.4,2,0.097,9.12,2.3145136638593193,3.8,757,Low
Yeshwanthpura_13.032_77.565,33,49.5,13.032145651515151,77.56385587575757,Yeshwanthpura,No Junction,10,30.3,2,0.092,9.11,2.3135250330323798,3.8,758,Low
Adugodi_12.936_77.619,31,52.0,12.936806783870967,77.61881307419354,Adugodi,No Junction,15,48.4,2,0.086,8.94,2.2965670206684825,3.7,759,Low
HAL Old Airport_12.93_77.688,30,53.0,12.930940123596027,77.68706242907179,HAL Old Airport,No Junction,17,56.7,2,0.083,8.8,2.2823823856765264,3.6,760,Low
Sadashivanagar_13.035_77.568,31,51.5,13.035002929032258,77.5676957451613,Sadashivanagar,No Junction,19,61.3,2,0.086,8.86,2.288486168614544,3.6,761,Low
Kodigehalli_13.038_77.565,31,51.5,13.038431996774193,77.56610643225807,Kodigehalli,No Junction,17,54.8,2,0.086,8.86,2.288486168614544,3.6,762,Low
Hebbala_13.068_77.595,40,40.0,13.066943882499999,77.5942351325,Hebbala,No Junction,35,87.5,2,0.111,8.88,2.2905125117597764,3.6,763,Low
Jalahalli_13.05_77.547,33,48.5,13.048972472727273,77.54761793333334,Jalahalli,No Junction,21,63.6,2,0.092,8.92,2.2945529212967815,3.6,764,Low
Vijayanagara_12.966000000000001_77.541,37,42.0,12.964898827027028,77.54039057567567,Vijayanagara,No Junction,22,59.5,2,0.103,8.65,2.2669579153508947,3.4,765,Low
Whitefield_12.96_77.748,30,51.5,12.960526433333333,77.74736459666666,Whitefield,No Junction,15,50.0,2,0.083,8.55,2.256541154492639,3.4,766,Low
Bellandur_12.894_77.676,39,39.0,12.895218166666666,77.6759127,Bellandur,No Junction,13,33.3,2,0.108,8.42,2.2428350885882717,3.3,767,Low
Hennuru_13.044_77.628,39,39.5,13.04525414102564,77.62708696410257,Hennuru,No Junction,4,10.3,2,0.108,8.53,2.254444717666111,3.3,768,Low
Hulimavu_12.873000000000001_77.595,34,44.5,12.87286763628262,77.59435702649023,Hulimavu,No Junction,8,23.5,2,0.094,8.37,2.2375130962503307,3.2,769,Low
Mahadevapura_13.008000000000001_77.76,37,39.5,13.008975970270269,77.75881793513513,Mahadevapura,No Junction,25,67.6,2,0.103,8.14,2.2126603854660587,3.0,770,Low
Electronic City_12.894_77.676,38,38.0,12.895171642105263,77.67578684473683,Electronic City,No Junction,28,73.7,2,0.105,7.98,2.194999882314108,2.9,771,Low
K.R. Pura_13.002_77.724,33,43.0,13.003442112121212,77.72346172121212,K.R. Pura,No Junction,12,36.4,2,0.092,7.91,2.187174241482718,2.8,772,Low
Devanahalli Airport_13.197000000000001_77.706,30,47.5,13.196551203333334,77.70564687999999,Devanahalli Airport,No Junction,16,53.3,2,0.083,7.89,2.1849270495258133,2.8,773,Low
Bellandur_12.909_77.676,30,47.0,12.90857407899122,77.67608269240155,Bellandur,No Junction,20,66.7,2,0.083,7.8,2.174751721484161,2.7,774,Low
Bellandur_12.915000000000001_77.673,36,39.0,12.916205955555556,77.67325296666667,Bellandur,No Junction,13,36.1,2,0.1,7.8,2.174751721484161,2.7,775,Low
Basavanagudi_12.939_77.556,33,41.0,12.938112859944582,77.5566532554719,Basavanagudi,No Junction,26,78.8,2,0.092,7.54,2.1447610078004784,2.5,776,Low
Banaswadi_13.014000000000001_77.628,31,43.5,13.013360706451614,77.62688245806451,Banaswadi,No Junction,6,19.4,2,0.086,7.48,2.1377104498038118,2.4,777,Low
Yelahanka_13.098_77.589,32,41.0,13.0993874625,77.588430671875,Yelahanka,No Junction,22,68.8,2,0.089,7.3,2.1162555148025524,2.3,778,Low
Basavanagudi_12.942_77.562,34,37.5,12.941642944286453,77.56182915525069,Basavanagudi,No Junction,22,64.7,2,0.094,7.05,2.085672091430472,2.1,779,Low
Banaswadi_13.005_77.664,35,36.0,13.00357552,77.66283148285713,Banaswadi,No Junction,23,65.7,2,0.097,6.98,2.0769384114617173,2.0,780,Low
Shivajinagar_12.987_77.601,31,40.0,12.98726593548387,77.60194592903225,Shivajinagar,No Junction,2,6.5,2,0.086,6.88,2.064327903869788,1.9,781,Low
Jnanabharathi_12.939_77.493,30,41.0,12.939165856666667,77.49293593333333,Jnanabharathi,No Junction,4,13.3,2,0.083,6.81,2.0554049638515948,1.8,782,Low
Kengeri_12.93_77.514,30,40.5,12.930898356159929,77.51516447018975,Kengeri,No Junction,15,50.0,2,0.083,6.72,2.0438143640366846,1.7,783,Low
Jayanagara_12.93_77.592,31,37.5,12.929380432258066,77.59188037419354,Jayanagara,No Junction,10,32.3,2,0.086,6.45,2.0082140323914683,1.5,784,Low
Pulikeshinagar(F.Town)_12.996_77.619,30,39.0,12.995941083333333,77.61815025666667,Pulikeshinagar(F.Town),No Junction,23,76.7,2,0.083,6.47,2.010894999144726,1.5,785,Low
